0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
-9.2557,-9.4864,-5.1419,1.6664,7.666,9.9997,7.5795,1.5777,-5.1564,-9.4591,-9.3356,-4.8718,1.8374,7.6862,9.9999,7.7489,1.9884,-4.6554,-9.1945,-9.6209,-5.7802,0.59748,6.6957,9.8632,8.7586,3.8985,-2.6074,-7.989,-9.9991,-7.8382,-2.448,3.9244,8.6787,9.9224,7.2068,1.6591,-4.5117,-8.9092,-9.8781,-7.107,-1.6945,4.3139,8.7152,9.9543,7.6523,2.6871,-3.1714,-7.9119,-9.9735,-8.7409,-4.6942,0.80823,6.0113,9.3319,9.8298,7.4447,2.953,-2.3159,-6.8926,-9.581,-9.7542,-7.4684,-3.3878,1.4371,5.8585,8.9088,9.9998,9.0085,6.2492,2.3555,-1.8861,-5.7062,-8.4921,-9.8728,-9.7456,-8.2501,-5.7056,-2.5318,0.8306,3.9848,6.6227,8.5462,9.6682,9.9988,9.6219,8.6691,7.294,5.6516,3.8829,2.1053,0.40873,-1.1446,-2.5174,-3.6928,-4.6694,-5.456,-6.0674,-6.5204,-6.8309,-7.0117,-7.0711,-7.0117,-6.8309,-6.5204,-6.0674,-5.456,-4.6694,-3.6928,-2.5174,-1.1446,0.40873,2.1053,3.8829,5.6516,7.294,8.6691,9.6219,9.9988,9.6682,8.5462,6.6227,3.9848,0.8306,-2.5318,-5.7056,-8.2501,-9.7456,-9.8728,-8.4921,-5.7062,-1.8861,2.3555,6.2492,9.0085,9.9998,8.9088,5.8585,1.4371,-3.3878,-7.4684,-9.7542,-9.581,-6.8926,-2.3159,2.953,7.4447,9.8298,9.3319,6.0113,0.80823,-4.6942,-8.7409,-9.9735,-7.9119,-3.1714,2.6871,7.6523,9.9543,8.7152,4.3139,-1.6945,-7.107,-9.8781,-8.9092,-4.5117,1.6591,7.2068,9.9224,8.6787,3.9244,-2.448,-7.8382,-9.9991,-7.989,-2.6074,3.8985,8.7586,9.8632,6.6957,0.59748,-5.7802,-9.6209,-9.1945,-4.6554,1.9884,7.7489,9.9999,7.6862,1.8374,-4.8718,-9.3356,-9.4591,-5.1564,1.5777,7.5795,9.9997,7.666,1.6664,-5.1419,-9.4864,-9.2557
-9.9837,-7.9256,-2.0198,4.855,9.3768,9.3845,4.8986,-1.9161,-7.8086,-9.9964,-7.4711,-1.4466,5.2415,9.48,9.3249,4.8783,-1.7923,-7.6311,-9.9986,-7.8552,-2.1981,4.4232,9.0687,9.7124,6.11,-0.13388,-6.3008,-9.7515,-9.0484,-4.5333,1.8617,7.4611,9.9707,8.4058,3.4519,-2.8623,-8.0145,-9.9999,-8.095,-3.0921,3.0585,8.0293,9.9977,8.2979,3.6131,-2.3286,-7.4143,-9.9021,-9.0017,-5.0932,0.46203,5.8229,9.2888,9.8298,7.3636,2.719,-2.6742,-7.2452,-9.7424,-9.5575,-6.8398,-2.392,2.5953,6.8804,9.4802,9.8786,8.0966,4.6287,0.28037,-4.0383,-7.5109,-9.5618,-9.9322,-8.6806,-6.1252,-2.7489,0.90599,4.3318,7.1253,9.0254,9.9214,9.8365,8.897,7.294,5.2463,2.9695,0.65347,-1.5514,-3.5387,-5.2455,-6.646,-7.7442,-8.5653,-9.1475,-9.5354,-9.7744,-9.9072,-9.9706,-9.9942,-9.9996,-10,-9.9996,-9.9942,-9.9706,-9.9072,-9.7744,-9.5354,-9.1475,-8.5653,-7.7442,-6.646,-5.2455,-3.5387,-1.5514,0.65347,2.9695,5.2463,7.294,8.897,9.8365,9.9214,9.0254,7.1253,4.3318,0.90599,-2.7489,-6.1252,-8.6806,-9.9322,-9.5618,-7.5109,-4.0383,0.28037,4.6287,8.0966,9.8786,9.4802,6.8804,2.5953,-2.392,-6.8398,-9.5575,-9.7424,-7.2452,-2.6742,2.719,7.3636,9.8298,9.2888,5.8229,0.46203,-5.0932,-9.0017,-9.9021,-7.4143,-2.3286,3.6131,8.2979,9.9977,8.0293,3.0585,-3.0921,-8.095,-9.9999,-8.0145,-2.8623,3.4519,8.4058,9.9707,7.4611,1.8617,-4.5333,-9.0484,-9.7515,-6.3008,-0.13388,6.11,9.7124,9.0687,4.4232,-2.1981,-7.8552,-9.9986,-7.6311,-1.7923,4.8783,9.3249,9.48,5.2415,-1.4466,-7.4711,-9.9964,-7.8086,-1.9161,4.8986,9.3845,9.3768,4.855,-2.0198,-7.9256,-9.9837
-9.6426,-5.5388,1.2702,7.4496,9.9983,7.7,1.6893,-5.1238,-9.4714,-9.2933,-4.7005,2.1075,7.91,9.992,7.406,1.3851,-5.2632,-9.4761,-9.3435,-4.9592,1.6589,7.5138,9.9923,8.0213,2.5118,-4.0845,-8.8802,-9.8161,-6.5292,-0.46716,5.772,9.5644,9.3583,5.2875,-0.932,-6.7479,-9.8275,-8.9835,-4.6056,1.5459,7.0711,9.8739,8.9448,4.6953,-1.2526,-6.7106,-9.7377,-9.3178,-5.6709,-0.11548,5.4368,9.1518,9.8708,7.4447,2.719,-2.7929,-7.4149,-9.8207,-9.395,-6.3556,-1.6262,3.4737,7.6131,9.7953,9.5765,7.1196,3.0928,-1.5393,-5.7645,-8.7467,-9.9786,-9.3406,-7.0711,-3.6708,0.2266,3.9848,7.0711,9.1233,9.9751,9.6432,8.2897,6.1706,3.5823,0.81633,-1.8752,-4.2992,-6.3288,-7.9008,-9.006,-9.6761,-9.9706,-9.9635,-9.7338,-9.3577,-8.9038,-8.4303,-7.9847,-7.6035,-7.3134,-7.1325,-7.0711,-7.1325,-7.3134,-7.6035,-7.9847,-8.4303,-8.9038,-9.3577,-9.7338,-9.9635,-9.9706,-9.6761,-9.006,-7.9008,-6.3288,-4.2992,-1.8752,0.81633,3.5823,6.1706,8.2897,9.6432,9.9751,9.1233,7.0711,3.9848,0.2266,-3.6708,-7.0711,-9.3406,-9.9786,-8.7467,-5.7645,-1.5393,3.0928,7.1196,9.5765,9.7953,7.6131,3.4737,-1.6262,-6.3556,-9.395,-9.8207,-7.4149,-2.7929,2.719,7.4447,9.8708,9.1518,5.4368,-0.11548,-5.6709,-9.3178,-9.7377,-6.7106,-1.2526,4.6953,8.9448,9.8739,7.0711,1.5459,-4.6056,-8.9835,-9.8275,-6.7479,-0.932,5.2875,9.3583,9.5644,5.772,-0.46716,-6.5292,-9.8161,-8.8802,-4.0845,2.5118,8.0213,9.9923,7.5138,1.6589,-4.9592,-9.3435,-9.4761,-5.2632,1.3851,7.406,9.992,7.91,2.1075,-4.7005,-9.2933,-9.4714,-5.1238,1.6893,7.7,9.9983,7.4496,1.2702,-5.5388,-9.6426
-8.3234,-2.6193,4.3684,9.1995,9.5179,5.1901,-1.6555,-7.6879,-9.9988,-7.4968,-1.4078,5.3422,9.5416,9.2194,4.5558,-2.2342,-7.9677,-9.9894,-7.3917,-1.4026,5.2136,9.4435,9.394,5.1231,-1.4246,-7.3218,-9.9734,-8.2485,-2.9411,3.6195,8.607,9.9164,7.0367,1.2229,-5.076,-9.2625,-9.6578,-6.1539,-0.20663,5.7947,9.5001,9.5112,5.8848,0.054539,-5.7631,-9.4237,-9.6379,-6.3982,-0.92189,4.8364,8.8983,9.936,7.6815,2.953,-2.6742,-7.4149,-9.8437,-9.3046,-6.052,-1.1091,4.0845,8.1074,9.9415,9.2058,6.1951,1.7407,-3.0472,-7.0711,-9.4962,-9.9044,-8.3326,-5.2065,-1.2036,2.9131,6.4482,8.8874,9.9557,9.6219,8.06,5.585,2.5795,-0.57281,-3.5387,-6.0674,-8.0025,-9.2787,-9.9072,-9.9558,-9.5275,-8.7409,-7.7154,-6.5601,-5.3673,-4.2104,-3.144,-2.2058,-1.4202,-0.80146,-0.35674,-0.089237,4.90E-14,-0.089237,-0.35674,-0.80146,-1.4202,-2.2058,-3.144,-4.2104,-5.3673,-6.5601,-7.7154,-8.7409,-9.5275,-9.9558,-9.9072,-9.2787,-8.0025,-6.0674,-3.5387,-0.57281,2.5795,5.585,8.06,9.6219,9.9557,8.8874,6.4482,2.9131,-1.2036,-5.2065,-8.3326,-9.9044,-9.4962,-7.0711,-3.0472,1.7407,6.1951,9.2058,9.9415,8.1074,4.0845,-1.1091,-6.052,-9.3046,-9.8437,-7.4149,-2.6742,2.953,7.6815,9.936,8.8983,4.8364,-0.92189,-6.3982,-9.6379,-9.4237,-5.7631,0.054539,5.8848,9.5112,9.5001,5.7947,-0.20663,-6.1539,-9.6578,-9.2625,-5.076,1.2229,7.0367,9.9164,8.607,3.6195,-2.9411,-8.2485,-9.9734,-7.3218,-1.4246,5.1231,9.394,9.4435,5.2136,-1.4026,-7.3917,-9.9894,-7.9677,-2.2342,4.5558,9.2194,9.5416,5.3422,-1.4078,-7.4968,-9.9988,-7.6879,-1.6555,5.1901,9.5179,9.1995,4.3684,-2.6193,-8.3234
-6.2101,0.50899,6.9665,9.9668,8.0452,2.1697,-4.7605,-9.3551,-9.3899,-4.8718,1.9919,7.8856,9.9903,7.3239,1.1826,-5.5063,-9.589,-9.169,-4.4733,2.2882,7.9779,9.9905,7.4352,1.5098,-5.082,-9.3756,-9.4765,-5.3787,1.074,7.0375,9.9285,8.5342,3.4977,-3.0037,-8.2183,-9.9873,-7.6235,-2.1493,4.1725,8.7915,9.8973,7.109,1.5729,-4.5379,-8.8938,-9.8935,-7.2302,-1.9474,4.0009,8.4921,9.9913,8.0532,3.4153,-2.3159,-7.2452,-9.8207,-9.3046,-5.9487,-0.84906,4.443,8.4086,9.9918,8.8547,5.4074,0.63025,-4.2317,-8.0068,-9.8728,-9.5115,-7.1233,-3.3201,1.0567,5.1392,8.2085,9.8088,9.7911,8.2897,5.6516,2.3431,-1.1446,-4.3738,-7.0117,-8.8543,-9.8251,-9.9558,-9.3577,-8.1891,-6.6258,-4.8384,-2.9755,-1.1557,0.53566,2.0444,3.3427,4.4235,5.2936,5.9687,6.4674,6.8082,7.0062,7.0711,7.0062,6.8082,6.4674,5.9687,5.2936,4.4235,3.3427,2.0444,0.53566,-1.1557,-2.9755,-4.8384,-6.6258,-8.1891,-9.3577,-9.9558,-9.8251,-8.8543,-7.0117,-4.3738,-1.1446,2.3431,5.6516,8.2897,9.7911,9.8088,8.2085,5.1392,1.0567,-3.3201,-7.1233,-9.5115,-9.8728,-8.0068,-4.2317,0.63025,5.4074,8.8547,9.9918,8.4086,4.443,-0.84906,-5.9487,-9.3046,-9.8207,-7.2452,-2.3159,3.4153,8.0532,9.9913,8.4921,4.0009,-1.9474,-7.2302,-9.8935,-8.8938,-4.5379,1.5729,7.109,9.8973,8.7915,4.1725,-2.1493,-7.6235,-9.9873,-8.2183,-3.0037,3.4977,8.5342,9.9285,7.0375,1.074,-5.3787,-9.4765,-9.3756,-5.082,1.5098,7.4352,9.9905,7.9779,2.2882,-4.4733,-9.169,-9.589,-5.5063,1.1826,7.3239,9.9903,7.8856,1.9919,-4.8718,-9.3899,-9.3551,-4.7605,2.1697,8.0452,9.9668,6.9665,0.50899,-6.2101
-3.5493,3.5297,8.8346,9.7281,5.7853,-1.0184,-7.3095,-9.994,-7.7727,-1.756,5.1061,9.48,9.2655,4.592,-2.2742,-8.0422,-9.9776,-7.1895,-1.0219,5.6115,9.6141,9.1482,4.4623,-2.2599,-7.9343,-9.9949,-7.5435,-1.7189,4.8542,9.2614,9.5882,5.7338,-0.58898,-6.6372,-9.8367,-8.8692,-4.1911,2.2077,7.6721,9.9886,8.2679,3.2568,-3.015,-8.0784,-10,-8.1022,-3.1687,2.9107,7.8866,9.9857,8.5236,4.0923,-1.7125,-6.8926,-9.7424,-9.395,-6.052,-0.84906,4.5611,8.5504,10,8.587,4.8121,-0.21041,-5.1089,-8.6402,-9.9958,-8.9576,-5.8875,-1.5762,2.9858,6.85,9.3043,9.9849,8.897,6.3585,2.8919,-0.89979,-4.4481,-7.3035,-9.1812,-9.9706,-9.7138,-8.5673,-6.7557,-4.5273,-2.1192,0.26782,2.4819,4.4235,6.0414,7.3247,8.2923,8.9826,9.4444,9.7299,9.8888,9.9647,9.993,9.9996,10,9.9996,9.993,9.9647,9.8888,9.7299,9.4444,8.9826,8.2923,7.3247,6.0414,4.4235,2.4819,0.26782,-2.1192,-4.5273,-6.7557,-8.5673,-9.7138,-9.9706,-9.1812,-7.3035,-4.4481,-0.89979,2.8919,6.3585,8.897,9.9849,9.3043,6.85,2.9858,-1.5762,-5.8875,-8.9576,-9.9958,-8.6402,-5.1089,-0.21041,4.8121,8.587,10,8.5504,4.5611,-0.84906,-6.052,-9.395,-9.7424,-6.8926,-1.7125,4.0923,8.5236,9.9857,7.8866,2.9107,-3.1687,-8.1022,-10,-8.0784,-3.015,3.2568,8.2679,9.9886,7.6721,2.2077,-4.1911,-8.8692,-9.8367,-6.6372,-0.58898,5.7338,9.5882,9.2614,4.8542,-1.7189,-7.5435,-9.9949,-7.9343,-2.2599,4.4623,9.1482,9.6141,5.6115,-1.0219,-7.1895,-9.9776,-8.0422,-2.2742,4.592,9.2655,9.48,5.1061,-1.756,-7.7727,-9.994,-7.3095,-1.0184,5.7853,9.7281,8.8346,3.5297,-3.5493
-0.61752,6.1657,9.836,8.5634,3.0056,-4.0449,-9.0734,-9.5955,-5.3741,1.4881,7.6095,9.9997,7.5138,1.3851,-5.4027,-9.5771,-9.1522,-4.3591,2.4961,8.1568,9.9656,7.1022,0.93512,-5.6512,-9.6161,-9.1623,-4.5333,2.1374,7.8274,9.9995,7.7219,2.0438,-4.5117,-9.0836,-9.7203,-6.194,-0.051668,6.0888,9.6653,9.2337,5.026,-1.1983,-6.9129,-9.8591,-8.9264,-4.5419,1.5552,7.0295,9.852,9.0382,4.959,-0.85871,-6.3327,-9.581,-9.5575,-6.3556,-1.1091,4.443,8.5504,9.9991,8.4433,4.4432,-0.77128,-5.7062,-9.0419,-9.9735,-8.3731,-4.754,-0.075511,4.5372,8.0738,9.8517,9.6219,7.5618,4.1791,0.16358,-3.7695,-7.0117,-9.1475,-9.9869,-9.5533,-8.0367,-5.7322,-2.9755,-0.089237,2.6557,5.0609,7.0062,8.4432,9.382,9.8745,9.9983,9.8418,9.4941,9.0372,8.5418,8.0654,7.6529,7.3366,7.1385,7.0711,7.1385,7.3366,7.6529,8.0654,8.5418,9.0372,9.4941,9.8418,9.9983,9.8745,9.382,8.4432,7.0062,5.0609,2.6557,-0.089237,-2.9755,-5.7322,-8.0367,-9.5533,-9.9869,-9.1475,-7.0117,-3.7695,0.16358,4.1791,7.5618,9.6219,9.8517,8.0738,4.5372,-0.075511,-4.754,-8.3731,-9.9735,-9.0419,-5.7062,-0.77128,4.4432,8.4433,9.9991,8.5504,4.443,-1.1091,-6.3556,-9.5575,-9.581,-6.3327,-0.85871,4.959,9.0382,9.852,7.0295,1.5552,-4.5419,-8.9264,-9.8591,-6.9129,-1.1983,5.026,9.2337,9.6653,6.0888,-0.051668,-6.194,-9.7203,-9.0836,-4.5117,2.0438,7.7219,9.9995,7.8274,2.1374,-4.5333,-9.1623,-9.6161,-5.6512,0.93512,7.1022,9.9656,8.1568,2.4961,-4.3591,-9.1522,-9.5771,-5.4027,1.3851,7.5138,9.9997,7.6095,1.4881,-5.3741,-9.5955,-9.0734,-4.0449,3.0056,8.5634,9.836,6.1657,-0.61752
2.3093,8.2019,9.9297,6.6354,3.92E-14,-6.627,-9.9243,-8.2591,-2.483,4.5174,9.2728,9.4496,4.9844,-1.9132,-7.8665,-9.9894,-7.2769,-1.0643,5.6471,9.6492,9.0573,4.1825,-2.6506,-8.2273,-9.9583,-7.0711,-0.93298,5.6168,9.5918,9.2156,4.6972,-1.9056,-7.643,-9.9968,-7.9738,-2.4997,4.0301,8.8165,9.8557,6.7602,0.87089,-5.3507,-9.3664,-9.5914,-5.9954,-0.057746,5.8703,9.5098,9.5223,5.9735,0.24535,-5.5331,-9.292,-9.7542,-6.8398,-1.6262,4.0845,8.4086,10,8.4433,4.3184,-1.0512,-6.0515,-9.2729,-9.8941,-7.8567,-3.8096,1.1319,5.7179,8.8874,10,8.933,6.0432,2.0257,-2.2776,-6.0674,-8.7341,-9.9387,-9.6264,-7.9847,-5.3673,-2.2058,1.0706,4.0963,6.6053,8.4432,9.5597,9.9891,9.8247,9.1929,8.2311,7.0711,5.8279,4.595,3.4427,2.4206,1.5605,0.88119,0.39235,0.098158,-1.22E-14,0.098158,0.39235,0.88119,1.5605,2.4206,3.4427,4.595,5.8279,7.0711,8.2311,9.1929,9.8247,9.9891,9.5597,8.4432,6.6053,4.0963,1.0706,-2.2058,-5.3673,-7.9847,-9.6264,-9.9387,-8.7341,-6.0674,-2.2776,2.0257,6.0432,8.933,10,8.8874,5.7179,1.1319,-3.8096,-7.8567,-9.8941,-9.2729,-6.0515,-1.0512,4.3184,8.4433,10,8.4086,4.0845,-1.6262,-6.8398,-9.7542,-9.292,-5.5331,0.24535,5.9735,9.5223,9.5098,5.8703,-0.057746,-5.9954,-9.5914,-9.3664,-5.3507,0.87089,6.7602,9.8557,8.8165,4.0301,-2.4997,-7.9738,-9.9968,-7.643,-1.9056,4.6972,9.2156,9.5918,5.6168,-0.93298,-7.0711,-9.9583,-8.2273,-2.6506,4.1825,9.0573,9.6492,5.6471,-1.0643,-7.2769,-9.9894,-7.8665,-1.9132,4.9844,9.4496,9.2728,4.5174,-2.483,-8.2591,-9.9243,-6.627,3.92E-14,6.6354,9.9297,8.2019,2.3093
4.9824,9.4986,9.1622,4.1626,-2.9442,-8.5521,-9.8364,-6.1688,0.58893,7.043,9.9768,7.9492,1.9884,-4.9444,-9.4355,-9.2979,-4.6243,2.2882,8.081,9.9691,7.0711,0.80192,-5.8355,-9.6986,-8.9888,-4.0723,2.729,8.2499,9.9586,7.1053,1.0282,-5.4963,-9.5344,-9.3098,-4.9655,1.5459,7.3611,9.9724,8.2979,3.1025,-3.3788,-8.4229,-9.9646,-7.4237,-1.8909,4.3709,8.8712,9.8802,7.0711,1.5861,-4.4603,-8.816,-9.9275,-7.4684,-2.392,3.4737,8.1074,9.9918,8.587,4.4432,-1.0512,-6.1642,-9.377,-9.821,-7.4773,-3.1073,2.0299,6.5649,9.3874,9.8999,8.107,4.5428,0.081803,-4.2992,-7.7442,-9.6761,-9.8681,-8.4303,-5.7322,-2.2922,1.3373,4.6652,7.3247,9.1008,9.9265,9.858,9.0372,7.6529,5.9058,3.983,2.0405,0.19628,-1.4707,-2.9162,-4.1235,-5.0958,-5.8486,-6.4032,-6.7808,-6.9995,-7.0711,-6.9995,-6.7808,-6.4032,-5.8486,-5.0958,-4.1235,-2.9162,-1.4707,0.19628,2.0405,3.983,5.9058,7.6529,9.0372,9.858,9.9265,9.1008,7.3247,4.6652,1.3373,-2.2922,-5.7322,-8.4303,-9.8681,-9.6761,-7.7442,-4.2992,0.081803,4.5428,8.107,9.8999,9.3874,6.5649,2.0299,-3.1073,-7.4773,-9.821,-9.377,-6.1642,-1.0512,4.4432,8.587,9.9918,8.1074,3.4737,-2.392,-7.4684,-9.9275,-8.816,-4.4603,1.5861,7.0711,9.8802,8.8712,4.3709,-1.8909,-7.4237,-9.9646,-8.4229,-3.3788,3.1025,8.2979,9.9724,7.3611,1.5459,-4.9655,-9.3098,-9.5344,-5.4963,1.0282,7.1053,9.9586,8.2499,2.729,-4.0723,-8.9888,-9.6986,-5.8355,0.80192,7.0711,9.9691,8.081,2.2882,-4.6243,-9.2979,-9.4355,-4.9444,1.9884,7.9492,9.9768,7.043,0.58893,-6.1688,-9.8364,-8.5521,-2.9442,4.1626,9.1622,9.4986,4.9824
7.1996,9.9944,7.6521,1.3914,-5.5735,-9.6895,-8.8753,-3.5636,3.5426,8.8545,9.7115,5.7045,-1.1437,-7.4131,-9.9986,-7.642,-1.529,5.3233,9.5649,9.1482,4.3029,-2.6074,-8.2529,-9.9448,-6.9058,-0.6071,5.9631,9.7269,8.9543,4.0398,-2.7202,-8.2183,-9.9675,-7.2138,-1.2357,5.2734,9.4321,9.4431,5.3492,-1.0354,-6.9528,-9.9021,-8.6853,-3.8665,2.5196,7.8504,9.9972,8.159,3.1273,-3.0878,-8.0843,-9.9998,-8.1856,-3.3878,2.5953,7.6131,9.9415,8.8547,4.8121,-0.77128,-6.0515,-9.377,-9.7924,-7.2774,-2.6767,2.6208,7.1253,9.6682,9.6838,7.294,3.2011,-1.5514,-5.8671,-8.8543,-9.9942,-9.197,-6.7557,-3.2278,0.71413,4.4235,7.3867,9.2824,9.993,9.5792,8.2311,6.2119,3.8044,1.2702,-1.1776,-3.3868,-5.2667,-6.7808,-7.9352,-8.7655,-9.3242,-9.6709,-9.8644,-9.9569,-9.9915,-9.9995,-10,-9.9995,-9.9915,-9.9569,-9.8644,-9.6709,-9.3242,-8.7655,-7.9352,-6.7808,-5.2667,-3.3868,-1.1776,1.2702,3.8044,6.2119,8.2311,9.5792,9.993,9.2824,7.3867,4.4235,0.71413,-3.2278,-6.7557,-9.197,-9.9942,-8.8543,-5.8671,-1.5514,3.2011,7.294,9.6838,9.6682,7.1253,2.6208,-2.6767,-7.2774,-9.7924,-9.377,-6.0515,-0.77128,4.8121,8.8547,9.9415,7.6131,2.5953,-3.3878,-8.1856,-9.9998,-8.0843,-3.0878,3.1273,8.159,9.9972,7.8504,2.5196,-3.8665,-8.6853,-9.9021,-6.9528,-1.0354,5.3492,9.4431,9.4321,5.2734,-1.2357,-7.2138,-9.9675,-8.2183,-2.7202,4.0398,8.9543,9.7269,5.9631,-0.6071,-6.9058,-9.9448,-8.2529,-2.6074,4.3029,9.1482,9.5649,5.3233,-1.529,-7.642,-9.9986,-7.4131,-1.1437,5.7045,9.7115,8.8545,3.5426,-3.5636,-8.8753,-9.6895,-5.5735,1.3914,7.6521,9.9944,7.1996
8.8173,9.7017,5.5693,-1.4312,-7.6879,-9.9926,-7.1802,-0.70595,6.1199,9.831,8.5623,2.9753,-4.1006,-9.1108,-9.5616,-5.2506,1.6589,7.7374,9.9953,7.3461,1.1124,-5.6512,-9.6645,-9.0089,-4.0298,2.8642,8.3816,9.9224,6.7915,0.49049,-6.0229,-9.734,-8.9611,-4.0978,2.6105,8.1221,9.9829,7.4049,1.5729,-4.9257,-9.2652,-9.6072,-5.8575,0.34654,6.3785,9.7466,9.1137,4.8,-1.4085,-7.0269,-9.8753,-8.9112,-4.5768,1.4371,6.8804,9.7953,9.2058,5.4074,-0.21041,-5.7062,-9.2729,-9.821,-7.2774,-2.5318,2.9131,7.442,9.8088,9.4563,6.6031,2.1053,-2.835,-7.0117,-9.5095,-9.8817,-8.1891,-4.9152,-0.80146,3.3427,6.8082,9.1008,9.9891,9.4941,7.8341,5.3486,2.4206,-0.58926,-3.3868,-5.7671,-7.6178,-8.9082,-9.6709,-9.9808,-9.9352,-9.638,-9.1879,-8.6719,-8.1615,-7.7122,-7.3646,-7.1457,-7.0711,-7.1457,-7.3646,-7.7122,-8.1615,-8.6719,-9.1879,-9.638,-9.9352,-9.9808,-9.6709,-8.9082,-7.6178,-5.7671,-3.3868,-0.58926,2.4206,5.3486,7.8341,9.4941,9.9891,9.1008,6.8082,3.3427,-0.80146,-4.9152,-8.1891,-9.8817,-9.5095,-7.0117,-2.835,2.1053,6.6031,9.4563,9.8088,7.442,2.9131,-2.5318,-7.2774,-9.821,-9.2729,-5.7062,-0.21041,5.4074,9.2058,9.7953,6.8804,1.4371,-4.5768,-8.9112,-9.8753,-7.0269,-1.4085,4.8,9.1137,9.7466,6.3785,0.34654,-5.8575,-9.6072,-9.2652,-4.9257,1.5729,7.4049,9.9829,8.1221,2.6105,-4.0978,-8.9611,-9.734,-6.0229,0.49049,6.7915,9.9224,8.3816,2.8642,-4.0298,-9.0089,-9.6645,-5.6512,1.1124,7.3461,9.9953,7.7374,1.6589,-5.2506,-9.5616,-9.1108,-4.1006,2.9753,8.5623,9.831,6.1199,-0.70595,-7.1802,-9.9926,-7.6879,-1.4312,5.5693,9.7017,8.8173
9.7546,8.6952,3.1131,-4.0795,-9.1523,-9.4918,-4.9398,2.146,8.1237,9.9414,6.6892,0.040905,-6.6195,-9.9268,-8.2304,-2.4051,4.6148,9.3236,9.394,4.8156,-2.1289,-8.0162,-9.9733,-7.0711,-0.74688,5.9251,9.7379,8.8889,3.8156,-3.0507,-8.4656,-9.9075,-6.739,-0.46469,6.0056,9.7174,9.0154,4.2601,-2.3818,-7.9457,-9.9975,-7.6843,-2.0601,4.4232,9.0034,9.7831,6.494,0.55165,-5.5847,-9.4456,-9.5385,-5.8966,5.39E-14,5.8585,9.4802,9.5765,6.1951,0.63025,-5.1089,-9.0419,-9.8941,-7.4773,-2.6767,2.9131,7.5441,9.8649,9.291,6.1071,1.303,-3.7695,-7.7969,-9.8405,-9.5275,-7.0711,-3.144,1.3373,5.4467,8.4432,9.8888,9.6806,8.0087,5.2669,1.9449,-1.4707,-4.5718,-7.0711,-8.814,-9.7671,-9.9914,-9.6096,-8.7747,-7.6445,-6.3632,-5.0514,-3.802,-2.6809,-1.7312,-0.97848,-0.43586,-0.10906,1.10E-14,-0.10906,-0.43586,-0.97848,-1.7312,-2.6809,-3.802,-5.0514,-6.3632,-7.6445,-8.7747,-9.6096,-9.9914,-9.7671,-8.814,-7.0711,-4.5718,-1.4707,1.9449,5.2669,8.0087,9.6806,9.8888,8.4432,5.4467,1.3373,-3.144,-7.0711,-9.5275,-9.8405,-7.7969,-3.7695,1.303,6.1071,9.291,9.8649,7.5441,2.9131,-2.6767,-7.4773,-9.8941,-9.0419,-5.1089,0.63025,6.1951,9.5765,9.4802,5.8585,5.39E-14,-5.8966,-9.5385,-9.4456,-5.5847,0.55165,6.494,9.7831,9.0034,4.4232,-2.0601,-7.6843,-9.9975,-7.9457,-2.3818,4.2601,9.0154,9.7174,6.0056,-0.46469,-6.739,-9.9075,-8.4656,-3.0507,3.8156,8.8889,9.7379,5.9251,-0.74688,-7.0711,-9.9733,-8.0162,-2.1289,4.8156,9.394,9.3236,4.6148,-2.4051,-8.2304,-9.9268,-6.6195,0.040905,6.6892,9.9414,8.1237,2.146,-4.9398,-9.4918,-9.1523,-4.0795,3.1131,8.6952,9.7546
