0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
-6.1381,1.1763,7.8117,9.9457,6.3513,-0.89926,-7.6311,-9.9717,-6.5773,0.59748,7.4277,9.9905,6.817,-0.26777,-7.1976,-9.9996,-7.0711,-0.093492,6.936,9.9959,7.3399,0.49049,-6.6372,-9.9752,-7.6235,-0.92802,6.2939,9.9321,7.9217,1.4116,-5.8975,-9.8591,-8.2331,-1.9474,5.4368,9.7466,8.5549,2.5423,-4.8982,-9.581,-8.882,-3.2037,4.2646,9.3442,9.2058,3.9389,-3.5143,-9.011,-9.5115,-4.754,2.6208,8.5462,9.7748,5.6516,-1.5514,-7.9008,-9.9558,-6.6258,0.26782,7.0062,9.9891,7.6529,1.2702,-5.7671,-9.7671,-8.6719,-3.0943,4.0557,9.1146,9.5474,5.1953,-1.7154,-7.7515,-9.9966,-7.4431,-1.3935,5.2605,9.4616,9.3924,5.2128,-1.1463,-6.9494,-9.8724,-8.9134,-4.6482,1.1798,6.4647,9.5468,9.7085,7.2324,3.0993,-1.4759,-5.4617,-8.2495,-9.6901,-9.9842,-9.5141,-8.6928,-7.8675,-7.2811,-7.0711,-7.2811,-7.8675,-8.6928,-9.5141,-9.9842,-9.6901,-8.2495,-5.4617,-1.4759,3.0993,7.2324,9.7085,9.5468,6.4647,1.1798,-4.6482,-8.9134,-9.8724,-6.9494,-1.1463,5.2128,9.3924,9.4616,5.2605,-1.3935,-7.4431,-9.9966,-7.7515,-1.7154,5.1953,9.5474,9.1146,4.0557,-3.0943,-8.6719,-9.7671,-5.7671,1.2702,7.6529,9.9891,7.0062,0.26782,-6.6258,-9.9558,-7.9008,-1.5514,5.6516,9.7748,8.5462,2.6208,-4.754,-9.5115,-9.011,-3.5143,3.9389,9.2058,9.3442,4.2646,-3.2037,-8.882,-9.581,-4.8982,2.5423,8.5549,9.7466,5.4368,-1.9474,-8.2331,-9.8591,-5.8975,1.4116,7.9217,9.9321,6.2939,-0.92802,-7.6235,-9.9752,-6.6372,0.49049,7.3399,9.9959,6.936,-0.093492,-7.0711,-9.9996,-7.1976,-0.26777,6.817,9.9905,7.4277,0.59748,-6.5773,-9.9717,-7.6311,-0.89926,6.3513,9.9457,7.8117,1.1763,-6.1381
-6.9323,0.11782,7.0991,9.9999,7.1564,0.20449,-6.8636,-9.9929,-7.3917,-0.5544,6.5991,9.9725,7.638,0.93512,-6.3008,-9.935,-7.8952,-1.3502,5.9631,9.8757,8.1623,1.8037,-5.5789,-9.7884,-8.4379,-2.2999,5.1398,9.6653,8.7191,2.8436,-4.6357,-9.496,-9.0017,-3.4395,4.0541,9.2668,9.2784,4.0923,-3.38,-8.9597,-9.5385,-4.8056,2.5953,8.5504,9.7651,5.5808,-1.6782,-8.0068,-9.9322,-6.4145,0.60423,7.2855,10,7.294,0.65347,-6.3288,-9.9072,-8.1891,-2.1192,5.0609,9.5597,9.0372,3.8044,-3.3868,-8.814,-9.7166,-5.6827,1.1996,7.4568,9.9993,7.634,1.5836,-5.1918,-9.4765,-9.3254,-4.9074,1.6815,7.4708,9.9818,8.2658,3.1879,-3.0838,-8.0739,-9.9984,-8.3593,-3.9591,1.5722,6.4647,9.4112,9.8823,8.1116,4.8403,0.97638,-2.6957,-5.6756,-7.7744,-9.0475,-9.6901,-9.9378,-9.9961,-10,-9.9961,-9.9378,-9.6901,-9.0475,-7.7744,-5.6756,-2.6957,0.97638,4.8403,8.1116,9.8823,9.4112,6.4647,1.5722,-3.9591,-8.3593,-9.9984,-8.0739,-3.0838,3.1879,8.2658,9.9818,7.4708,1.6815,-4.9074,-9.3254,-9.4765,-5.1918,1.5836,7.634,9.9993,7.4568,1.1996,-5.6827,-9.7166,-8.814,-3.3868,3.8044,9.0372,9.5597,5.0609,-2.1192,-8.1891,-9.9072,-6.3288,0.65347,7.294,10,7.2855,0.60423,-6.4145,-9.9322,-8.0068,-1.6782,5.5808,9.7651,8.5504,2.5953,-4.8056,-9.5385,-8.9597,-3.38,4.0923,9.2784,9.2668,4.0541,-3.4395,-9.0017,-9.496,-4.6357,2.8436,8.7191,9.6653,5.1398,-2.2999,-8.4379,-9.7884,-5.5789,1.8037,8.1623,9.8757,5.9631,-1.3502,-7.8952,-9.935,-6.3008,0.93512,7.638,9.9725,6.5991,-0.5544,-7.3917,-9.9929,-6.8636,0.20449,7.1564,9.9999,7.0991,0.11782,-6.9323
-7.6988,-1.0186,6.2444,9.9279,7.9246,1.3851,-5.9457,-9.8745,-8.158,-1.781,5.6115,9.7998,8.3978,2.2093,-5.2361,-9.6986,-8.6423,-2.673,4.813,9.5644,8.8889,3.1755,-4.3343,-9.3889,-9.1337,-3.7199,3.7908,9.1614,9.3707,4.309,-3.1714,-8.8683,-9.5914,-4.9449,2.4634,8.4921,9.7831,5.628,-1.6518,-8.0101,-9.9275,-6.3556,0.71988,7.3929,9.9979,7.1196,0.35041,-6.6028,-9.9554,-7.9022,-1.5762,5.5915,9.7432,8.6691,2.9695,-4.2992,-9.2787,-9.3577,-4.5273,2.6557,8.4432,9.858,6.2119,-0.58926,-7.0711,-9.9808,-7.9102,-1.9443,4.9464,9.4132,9.3573,4.8839,-1.8371,-7.6705,-9.9991,-7.8763,-2.3493,4.1219,8.8116,9.8853,7.0711,1.622,-4.3234,-8.6409,-9.9856,-8.1507,-3.9591,1.1798,5.8181,8.9062,9.9976,9.2172,7.0711,4.2076,1.2182,-1.4759,-3.6507,-5.2447,-6.2968,-6.8838,-7.0711,-6.8838,-6.2968,-5.2447,-3.6507,-1.4759,1.2182,4.2076,7.0711,9.2172,9.9976,8.9062,5.8181,1.1798,-3.9591,-8.1507,-9.9856,-8.6409,-4.3234,1.622,7.0711,9.8853,8.8116,4.1219,-2.3493,-7.8763,-9.9991,-7.6705,-1.8371,4.8839,9.3573,9.4132,4.9464,-1.9443,-7.9102,-9.9808,-7.0711,-0.58926,6.2119,9.858,8.4432,2.6557,-4.5273,-9.3577,-9.2787,-4.2992,2.9695,8.6691,9.7432,5.5915,-1.5762,-7.9022,-9.9554,-6.6028,0.35041,7.1196,9.9979,7.3929,0.71988,-6.3556,-9.9275,-8.0101,-1.6518,5.628,9.7831,8.4921,2.4634,-4.9449,-9.5914,-8.8683,-3.1714,4.309,9.3707,9.1614,3.7908,-3.7199,-9.1337,-9.3889,-4.3343,3.1755,8.8889,9.5644,4.813,-2.673,-8.6423,-9.6986,-5.2361,2.2093,8.3978,9.7998,5.6115,-1.781,-8.158,-9.8745,-5.9457,1.3851,7.9246,9.9279,6.2444,-1.0186,-7.6988
-8.4091,-2.2166,5.2415,9.7037,8.6242,2.6232,-4.8726,-9.589,-8.8411,-3.0594,4.4616,9.4435,9.0573,3.5276,-4.0024,-9.2604,-9.2693,-4.0298,3.4877,9.0311,9.4718,4.5677,-2.9095,-8.745,-9.6578,-5.1422,2.2582,8.3887,9.8175,5.7532,-1.5233,-7.9457,-9.937,-6.3982,0.69289,7.3949,9.9972,7.0711,0.24535,-6.71,-9.9712,-7.7599,-1.3035,5.8585,9.8216,8.4433,2.4908,-4.8007,-9.4962,-9.0844,-3.8096,3.4899,8.9227,9.6219,5.2463,-1.8752,-8.0025,-9.9558,-6.7557,-0.089237,6.6053,9.9265,8.2311,2.4206,-4.5718,-9.2868,-9.4521,-5.0514,1.7418,7.6774,10,7.7101,1.9434,-4.6466,-9.1503,-9.689,-6.1564,-0.1402,5.8591,9.5087,9.5404,6.1259,0.6529,-4.9188,-8.8102,-9.9856,-8.3593,-4.6482,6.12E-15,4.4241,7.7651,9.6083,9.9617,9.1277,7.5426,5.6407,3.7718,2.1724,0.97638,0.24517,-4.90E-15,0.24517,0.97638,2.1724,3.7718,5.6407,7.5426,9.1277,9.9617,9.6083,7.7651,4.4241,6.12E-15,-4.6482,-8.3593,-9.9856,-8.8102,-4.9188,0.6529,6.1259,9.5404,9.5087,5.8591,-0.1402,-6.1564,-9.689,-9.1503,-4.6466,1.9434,7.7101,10,7.6774,1.7418,-5.0514,-9.4521,-9.2868,-4.5718,2.4206,8.2311,9.9265,6.6053,-0.089237,-6.7557,-9.9558,-8.0025,-1.8752,5.2463,9.6219,8.9227,3.4899,-3.8096,-9.0844,-9.4962,-4.8007,2.4908,8.4433,9.8216,5.8585,-1.3035,-7.7599,-9.9712,-6.71,0.24535,7.0711,9.9972,7.3949,0.69289,-6.3982,-9.937,-7.9457,-1.5233,5.7532,9.8175,8.3887,2.2582,-5.1422,-9.6578,-8.745,-2.9095,4.5677,9.4718,9.0311,3.4877,-4.0298,-9.2693,-9.2604,-4.0024,3.5276,9.0573,9.4435,4.4616,-3.0594,-8.8411,-9.589,-4.8726,2.6232,8.6242,9.7037,5.2415,-2.2166,-8.4091
-9.0305,-3.4537,4.0896,9.3023,9.2194,3.8925,-3.6457,-9.1108,-9.4021,-4.3591,3.1537,8.8776,9.574,4.8544,-2.6074,-8.5941,-9.7291,-5.3787,1.9997,8.2499,9.8595,5.9312,-1.3229,-7.8322,-9.9542,-6.5096,0.56834,7.3255,9.9987,7.109,0.27261,-6.7106,-9.9735,-7.7205,-1.2084,5.9645,9.852,8.3293,2.2459,-5.0595,-9.5989,-8.9112,-3.3878,3.9636,9.1666,9.4282,4.6287,-2.6412,-8.4921,-9.821,-5.9474,1.0567,7.4933,9.9988,7.294,0.81633,-6.0674,-9.8251,-8.5673,-2.9755,4.0963,9.1008,9.5792,5.3486,-1.4707,-7.552,-9.9995,-7.7122,-1.8379,4.8496,9.2923,9.5474,5.5992,-0.73672,-6.7042,-9.8338,-8.9485,-4.5448,1.542,6.9675,9.8097,9.224,5.6133,0.32691,-4.9188,-8.6409,-9.9984,-8.9134,-5.9327,-1.939,2.1578,5.6508,8.1439,9.5468,9.9976,9.7592,9.1277,8.3696,7.6913,7.2324,7.0711,7.2324,7.6913,8.3696,9.1277,9.7592,9.9976,9.5468,8.1439,5.6508,2.1578,-1.939,-5.9327,-8.9134,-9.9984,-8.6409,-4.9188,0.32691,5.6133,9.224,9.8097,6.9675,1.542,-4.5448,-8.9485,-9.8338,-6.7042,-0.73672,5.5992,9.5474,9.2923,4.8496,-1.8379,-7.7122,-9.9995,-7.552,-1.4707,5.3486,9.5792,9.1008,4.0963,-2.9755,-8.5673,-9.8251,-6.0674,0.81633,7.294,9.9988,7.4933,1.0567,-5.9474,-9.821,-8.4921,-2.6412,4.6287,9.4282,9.1666,3.9636,-3.3878,-8.9112,-9.5989,-5.0595,2.2459,8.3293,9.852,5.9645,-1.2084,-7.7205,-9.9735,-6.7106,0.27261,7.109,9.9987,7.3255,0.56834,-6.5096,-9.9542,-7.8322,-1.3229,5.9312,9.8595,8.2499,1.9997,-5.3787,-9.7291,-8.5941,-2.6074,4.8544,9.574,8.8776,3.1537,-4.3591,-9.4021,-9.1108,-3.6457,3.8925,9.2194,9.3023,4.0896,-3.4537,-9.0305
-9.5276,-4.7005,2.7948,8.702,9.6719,5.1594,-2.2742,-8.4183,-9.7991,-5.6412,1.7011,8.081,9.9025,6.1449,-1.0698,-7.6801,-9.9733,-6.6682,0.37402,7.2036,10,7.2068,0.39248,-6.6372,-9.9676,-7.7538,-1.2357,5.9637,9.8566,8.2979,2.1603,-5.1633,-9.6414,-8.8221,-3.1687,4.2131,9.2888,9.3006,4.2581,-3.0878,-8.7561,-9.6949,-5.4172,1.7612,7.9885,9.9484,6.619,-0.21041,-6.918,-9.9786,-7.8108,-1.5762,5.4638,9.6682,8.897,3.5823,-3.5387,-8.8543,-9.7138,-5.7322,1.0706,7.3247,9.993,7.8341,1.9449,-4.8359,-9.3242,-9.4857,-5.3259,1.1996,7.15,9.9462,8.4711,3.4609,-2.9196,-8.0631,-10,-8.1185,-3.2788,2.6491,7.567,9.9084,9.1006,5.6133,0.6529,-4.3234,-8.0739,-9.8724,-9.5881,-7.5786,-4.4786,-0.97714,2.3519,5.1363,7.2158,8.6013,9.4112,9.8105,9.9622,9.9976,10,9.9976,9.9622,9.8105,9.4112,8.6013,7.2158,5.1363,2.3519,-0.97714,-4.4786,-7.5786,-9.5881,-9.8724,-8.0739,-4.3234,0.6529,5.6133,9.1006,9.9084,7.567,2.6491,-3.2788,-8.1185,-10,-8.0631,-2.9196,3.4609,8.4711,9.9462,7.15,1.1996,-5.3259,-9.4857,-9.3242,-4.8359,1.9449,7.8341,9.993,7.3247,1.0706,-5.7322,-9.7138,-8.8543,-3.5387,3.5823,8.897,9.6682,5.4638,-1.5762,-7.8108,-9.9786,-6.918,-0.21041,6.619,9.9484,7.9885,1.7612,-5.4172,-9.6949,-8.7561,-3.0878,4.2581,9.3006,9.2888,4.2131,-3.1687,-8.8221,-9.6414,-5.1633,2.1603,8.2979,9.8566,5.9637,-1.2357,-7.7538,-9.9676,-6.6372,0.39248,7.2068,10,7.2036,0.37402,-6.6682,-9.9733,-7.6801,-1.0698,6.1449,9.9025,8.081,1.7011,-5.6412,-9.7991,-8.4183,-2.2742,5.1594,9.6719,8.702,2.7948,-4.7005,-9.5276
-9.863,-5.9206,1.3713,7.8856,9.9414,6.3825,-0.77683,-7.4958,-9.9894,-6.859,0.12806,7.0405,9.9976,7.3461,0.57956,-6.5085,-9.9541,-7.8382,-1.3502,5.887,9.8439,8.3264,2.1872,-5.1611,-9.6476,-8.7978,-3.0921,4.3139,9.3412,9.2337,4.0632,-3.3271,-8.8938,-9.6072,-5.0932,2.1813,8.2674,9.8802,6.1661,-0.85871,-7.4149,-9.9992,-7.2507,-0.65358,6.2804,9.8896,8.2932,2.3555,-4.8007,-9.45,-9.2033,-4.2203,2.9131,8.5462,9.8365,6.1706,-0.57281,-7.0117,-9.9706,-8.0367,-2.2058,4.6652,9.2824,9.4941,5.2669,-1.3731,-7.3502,-9.9808,-8.1615,-2.7848,3.7501,8.6476,9.919,7.1547,1.5836,-4.5354,-8.8725,-9.914,-7.4431,-2.4839,3.1929,7.7547,9.9084,9.224,6.1259,1.622,-3.0838,-6.9494,-9.3201,-9.9936,-9.149,-7.202,-4.6482,-1.939,0.58981,2.738,4.4241,5.6508,6.4647,6.9235,7.0711,6.9235,6.4647,5.6508,4.4241,2.738,0.58981,-1.939,-4.6482,-7.202,-9.149,-9.9936,-9.3201,-6.9494,-3.0838,1.622,6.1259,9.224,9.9084,7.7547,3.1929,-2.4839,-7.4431,-9.914,-8.8725,-4.5354,1.5836,7.1547,9.919,8.6476,3.7501,-2.7848,-8.1615,-9.9808,-7.3502,-1.3731,5.2669,9.4941,9.2824,4.6652,-2.2058,-8.0367,-9.9706,-7.0117,-0.57281,6.1706,9.8365,8.5462,2.9131,-4.2203,-9.2033,-9.45,-4.8007,2.3555,8.2932,9.8896,6.2804,-0.65358,-7.2507,-9.9992,-7.4149,-0.85871,6.1661,9.8802,8.2674,2.1813,-5.0932,-9.6072,-8.8938,-3.3271,4.0632,9.2337,9.3412,4.3139,-3.0921,-8.7978,-9.6476,-5.1611,2.1872,8.3264,9.8439,5.887,-1.3502,-7.8382,-9.9541,-6.5085,0.57956,7.3461,9.9976,7.0405,0.12806,-6.859,-9.9894,-7.4958,-0.77683,6.3825,9.9414,7.8856,1.3713,-5.9206,-9.863
-9.9988,-7.0711,-0.15706,6.8432,9.9884,7.5138,0.81677,-6.3365,-9.9318,-7.9584,-1.529,5.7532,9.8168,8.3978,2.2959,-5.082,-9.6285,-8.8216,-3.1185,4.3103,9.3486,9.2156,3.9952,-3.4242,-8.9541,-9.5599,-4.9209,2.4095,8.4172,9.8275,5.8848,-1.2526,-7.7042,-9.9809,-6.867,-0.057746,6.7752,9.9701,7.8336,1.5257,-5.5847,-9.728,-8.7305,-3.1421,4.0845,9.1666,9.4728,4.8727,-2.2308,-8.1752,-9.9322,-6.6394,-1.96E-14,6.6227,9.9214,8.2897,2.5795,-4.3738,-9.1812,-9.5533,-5.3673,1.3373,7.3867,9.9891,8.0087,2.4206,-4.2139,-8.954,-9.7857,-6.445,-0.43586,5.6996,9.4877,9.512,5.8933,0.12269,-5.6143,-9.2992,-9.7795,-7.0711,-2.2142,3.1929,7.567,9.8097,9.5404,7.0711,3.1879,-1.1463,-5.0647,-7.9712,-9.6014,-9.9856,-9.3563,-8.042,-6.3779,-4.6482,-3.0609,-1.7483,-0.78264,-0.19621,6.12E-15,-0.19621,-0.78264,-1.7483,-3.0609,-4.6482,-6.3779,-8.042,-9.3563,-9.9856,-9.6014,-7.9712,-5.0647,-1.1463,3.1879,7.0711,9.5404,9.8097,7.567,3.1929,-2.2142,-7.0711,-9.7795,-9.2992,-5.6143,0.12269,5.8933,9.512,9.4877,5.6996,-0.43586,-6.445,-9.7857,-8.954,-4.2139,2.4206,8.0087,9.9891,7.3867,1.3373,-5.3673,-9.5533,-9.1812,-4.3738,2.5795,8.2897,9.9214,6.6227,-1.96E-14,-6.6394,-9.9322,-8.1752,-2.2308,4.8727,9.4728,9.1666,4.0845,-3.1421,-8.7305,-9.728,-5.5847,1.5257,7.8336,9.9701,6.7752,-0.057746,-6.867,-9.9809,-7.7042,-1.2526,5.8848,9.8275,8.4172,2.4095,-4.9209,-9.5599,-8.9541,-3.4242,3.9952,9.2156,9.3486,4.3103,-3.1185,-8.8216,-9.6285,-5.082,2.2959,8.3978,9.8168,5.7532,-1.529,-7.9584,-9.9318,-6.3365,0.81677,7.5138,9.9884,6.8432,-0.15706,-7.0711,-9.9988
-9.8989,-8.1029,-1.756,5.5742,9.7759,8.4991,2.4655,-4.9444,-9.589,-8.8801,-3.2208,4.2295,9.3236,9.2346,4.0207,-3.4192,-8.9622,-9.5473,-4.861,2.5025,8.4837,9.7978,5.7338,-1.469,-7.8631,-9.9589,-6.6251,0.31006,7.0711,9.9949,7.5122,0.97932,-6.0742,-9.8591,-8.3597,-2.3965,4.8364,9.4914,9.1137,3.925,-3.3218,-8.816,-9.6949,-5.5254,1.5021,7.7413,9.9888,7.1196,0.63025,-6.1642,-9.8359,-8.5688,-3.0359,3.9848,9.0254,9.6432,5.585,-1.1446,-7.3035,-9.9869,-7.9847,-2.2922,4.4235,9.1008,9.6806,5.9832,-0.29462,-6.4032,-9.7671,-9.0592,-4.677,1.5253,7.0711,9.8703,8.9856,4.8839,-0.85944,-6.2228,-9.4765,-9.7209,-7.0711,-2.4839,2.6491,6.9675,9.5087,9.8853,8.2658,5.2128,1.4617,-2.2845,-5.4941,-7.8662,-9.3201,-9.9431,-9.9215,-9.4786,-8.8287,-8.1507,-7.5786,-7.202,-7.0711,-7.202,-7.5786,-8.1507,-8.8287,-9.4786,-9.9215,-9.9431,-9.3201,-7.8662,-5.4941,-2.2845,1.4617,5.2128,8.2658,9.8853,9.5087,6.9675,2.6491,-2.4839,-7.0711,-9.7209,-9.4765,-6.2228,-0.85944,4.8839,8.9856,9.8703,7.0711,1.5253,-4.677,-9.0592,-9.7671,-6.4032,-0.29462,5.9832,9.6806,9.1008,4.4235,-2.2922,-7.9847,-9.9869,-7.3035,-1.1446,5.585,9.6432,9.0254,3.9848,-3.0359,-8.5688,-9.8359,-6.1642,0.63025,7.1196,9.9888,7.7413,1.5021,-5.5254,-9.6949,-8.816,-3.3218,3.925,9.1137,9.4914,4.8364,-2.3965,-8.3597,-9.8591,-6.0742,0.97932,7.5122,9.9949,7.0711,0.31006,-6.6251,-9.9589,-7.8631,-1.469,5.7338,9.7978,8.4837,2.5025,-4.861,-9.5473,-8.9622,-3.4192,4.0207,9.2346,9.3236,4.2295,-3.2208,-8.8801,-9.589,-4.9444,2.4655,8.4991,9.7759,5.5742,-1.756,-8.1029,-9.8989
-9.5312,-8.9629,-3.3803,4.0896,9.2728,9.2806,4.1162,-3.3376,-8.9318,-9.5616,-4.8854,2.4961,8.4921,9.7898,5.6815,-1.5573,-7.9343,-9.9448,-6.4941,0.51422,7.2364,9.9999,7.3069,0.63738,-6.3733,-9.9211,-8.095,-1.8972,5.3176,9.6653,8.822,3.2568,-4.0415,-9.1791,-9.4354,-4.6942,2.5196,8.3975,9.8611,6.1661,-0.73618,-7.2452,-9.9968,-7.5953,-1.3035,5.6415,9.706,8.8547,3.5522,-3.5143,-8.8155,-9.7456,-5.8875,0.8306,7.1253,9.9751,8.06,2.3431,-4.4481,-9.1475,-9.6264,-5.7322,0.71413,6.8082,9.8888,8.6865,3.8044,-2.6307,-7.9352,-9.9995,-8.1001,-3.0943,3.023,7.9583,9.9893,8.5332,4.241,-1.3494,-6.4183,-9.4765,-9.7795,-7.4431,-3.2788,1.542,5.8591,8.8116,9.9818,9.3924,7.3959,4.5171,1.3008,-1.7987,-4.474,-6.573,-8.0739,-9.0448,-9.6014,-9.8724,-9.9746,-9.9984,-10,-9.9984,-9.9746,-9.8724,-9.6014,-9.0448,-8.0739,-6.573,-4.474,-1.7987,1.3008,4.5171,7.3959,9.3924,9.9818,8.8116,5.8591,1.542,-3.2788,-7.4431,-9.7795,-9.4765,-6.4183,-1.3494,4.241,8.5332,9.9893,7.9583,3.023,-3.0943,-8.1001,-9.9995,-7.9352,-2.6307,3.8044,8.6865,9.8888,6.8082,0.71413,-5.7322,-9.6264,-9.1475,-4.4481,2.3431,8.06,9.9751,7.1253,0.8306,-5.8875,-9.7456,-8.8155,-3.5143,3.5522,8.8547,9.706,5.6415,-1.3035,-7.5953,-9.9968,-7.2452,-0.73618,6.1661,9.8611,8.3975,2.5196,-4.6942,-9.4354,-9.1791,-4.0415,3.2568,8.822,9.6653,5.3176,-1.8972,-8.095,-9.9211,-6.3733,0.63738,7.3069,9.9999,7.2364,0.51422,-6.4941,-9.9448,-7.9343,-1.5573,5.6815,9.7898,8.4921,2.4961,-4.8854,-9.5616,-8.9318,-3.3376,4.1162,9.2806,9.2728,4.0896,-3.3803,-8.9629,-9.5312
-8.8708,-9.5955,-4.9737,2.4144,8.4569,9.7994,5.7045,-1.5498,-7.9426,-9.941,-6.449,0.59748,7.311,9.9996,7.1947,0.44596,-6.5427,-9.9497,-7.9234,-1.5809,5.6168,9.7592,8.6088,2.8026,-4.5117,-9.3889,-9.2144,-4.0978,3.2065,8.7915,9.6892,5.4402,-1.6852,-7.9119,-9.9646,-6.7837,-0.057746,6.6886,9.949,8.0532,2.0071,-5.0595,-9.5252,-9.1315,-4.1097,2.9747,8.5504,9.8449,6.2492,-0.42083,-6.8663,-9.9483,-8.2082,-2.5318,4.3318,9.1233,9.6219,5.6516,-0.89979,-7.0117,-9.9387,-8.4303,-3.2278,3.3427,8.4432,9.9562,7.3366,1.7531,-4.483,-8.9082,-9.8795,-7.1457,-1.8379,4.0557,8.4722,9.9973,8.2776,4.0212,-1.3494,-6.2228,-9.2992,-9.914,-8.1185,-4.5448,-0.1402,4.1219,7.4708,9.4616,9.9897,9.224,7.5004,5.2128,2.7264,0.32691,-1.7987,-3.5553,-4.9188,-5.9107,-6.573,-6.9494,-7.0711,-6.9494,-6.573,-5.9107,-4.9188,-3.5553,-1.7987,0.32691,2.7264,5.2128,7.5004,9.224,9.9897,9.4616,7.4708,4.1219,-0.1402,-4.5448,-8.1185,-9.914,-9.2992,-6.2228,-1.3494,4.0212,8.2776,9.9973,8.4722,4.0557,-1.8379,-7.1457,-9.8795,-8.9082,-4.483,1.7531,7.3366,9.9562,8.4432,3.3427,-3.2278,-8.4303,-9.9387,-7.0117,-0.89979,5.6516,9.6219,9.1233,4.3318,-2.5318,-8.2082,-9.9483,-6.8663,-0.42083,6.2492,9.8449,8.5504,2.9747,-4.1097,-9.1315,-9.5252,-5.0595,2.0071,8.0532,9.949,6.6886,-0.057746,-6.7837,-9.9646,-7.9119,-1.6852,5.4402,9.6892,8.7915,3.2065,-4.0978,-9.2144,-9.3889,-4.5117,2.8026,8.6088,9.7592,5.6168,-1.5809,-7.9234,-9.9497,-6.5427,0.44596,7.1947,9.9996,7.311,0.59748,-6.449,-9.941,-7.9426,-1.5498,5.7045,9.7994,8.4569,2.4144,-4.9737,-9.5955,-8.8708
-7.9031,-9.946,-6.4705,0.58893,7.319,9.9993,7.1564,0.36798,-6.6195,-9.9616,-7.829,-1.4026,5.7883,9.8084,8.4687,2.5118,-4.8085,-9.51,-9.0484,-3.6868,3.6633,9.0311,9.5318,4.9107,-2.3388,-8.3302,-9.8702,-6.1539,0.82636,7.3611,10,7.3686,0.87089,-6.0742,-9.8398,-8.482,-2.7297,4.4232,9.2888,9.386,4.693,-2.3758,-8.229,-9.9275,-6.6495,-0.065445,6.5353,9.8994,8.4064,2.8267,-4.103,-9.0419,-9.6572,-5.7056,0.90599,7.0711,9.9557,8.2897,2.8919,-3.7695,-8.7341,-9.8681,-6.7557,-0.80146,5.4467,9.4136,9.5517,5.9058,-1.22E-14,-5.8486,-9.464,-9.6096,-6.3632,-0.97848,4.6542,8.704,9.9893,8.2776,4.241,-0.85944,-5.6143,-8.8725,-10,-8.9485,-6.1564,-2.3493,1.6815,5.2605,7.936,9.5087,10,9.5852,8.5191,7.0711,5.4813,3.9376,2.5709,1.4617,0.6529,0.16355,-7.35E-15,0.16355,0.6529,1.4617,2.5709,3.9376,5.4813,7.0711,8.5191,9.5852,10,9.5087,7.936,5.2605,1.6815,-2.3493,-6.1564,-8.9485,-10,-8.8725,-5.6143,-0.85944,4.241,8.2776,9.9893,8.704,4.6542,-0.97848,-6.3632,-9.6096,-9.464,-5.8486,-1.22E-14,5.9058,9.5517,9.4136,5.4467,-0.80146,-6.7557,-9.8681,-8.7341,-3.7695,2.8919,8.2897,9.9557,7.0711,0.90599,-5.7056,-9.6572,-9.0419,-4.103,2.8267,8.4064,9.8994,6.5353,-0.065445,-6.6495,-9.9275,-8.229,-2.3758,4.693,9.386,9.2888,4.4232,-2.7297,-8.482,-9.8398,-6.0742,0.87089,7.3686,10,7.3611,0.82636,-6.1539,-9.8702,-8.3302,-2.3388,4.9107,9.5318,9.0311,3.6633,-3.6868,-9.0484,-9.51,-4.8085,2.5118,8.4687,9.8084,5.7883,-1.4026,-7.829,-9.9616,-6.6195,0.36798,7.1564,9.9993,7.319,0.58893,-6.4705,-9.946,-7.9031
